Time,Latitude,Longitude,Altitude,Satellites,HDOP,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Pressure,Temperature,Roll,Pitch,Yaw
1749559777.428314,22.3518163,113.5764093,14.63,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.6923828125,34.71,0.05280649662017822,-0.17564792931079865,-2.1314430236816406
1749559777.428314,22.3518163,113.5764093,14.63,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.05280649662017822,-0.17564792931079865,-2.1314430236816406
1749559777.429944,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.05280649662017822,-0.17564792931079865,-2.1314430236816406
1749559777.4310596,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.05280649662017822,-0.17564792931079865,-2.1314430236816406
1749559777.4325783,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.05280649662017822,-0.17564792931079865,-2.1314430236816406
1749559777.4335945,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.05280649662017822,-0.17564792931079865,-2.1314430236816406
1749559777.4335945,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.05280649662017822,-0.17564792931079865,-2.1314430236816406
1749559777.4345832,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.05280649662017822,-0.17564792931079865,-2.1314430236816406
1749559778.2426858,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.05280649662017822,-0.17564792931079865,-2.1314430236816406
1749559778.246692,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.05280649662017822,-0.17564792931079865,-2.1314430236816406
1749559778.3484602,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.05280649662017822,-0.17564792931079865,-2.1314430236816406
1749559778.5019257,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.05280649662017822,-0.17564792931079865,-2.1314430236816406
1749559778.5034497,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.05280649662017822,-0.17564792931079865,-2.1314430236816406
1749559778.5054483,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559778.50658,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559778.5079029,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559778.5082176,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559778.5082176,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559778.509428,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559778.509428,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559778.5104542,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559778.5104542,22.3518211,113.5764114,14.35,16,1.14,-183,-20,-985,34,104,77,-376,325,325,1004.7274780273438,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559778.5114446,22.3518211,113.5764114,14.35,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7274780273438,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559778.512441,22.3518211,113.5764114,14.35,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7274780273438,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559778.513603,22.3518211,113.5764114,14.35,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7274780273438,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559778.513603,22.3518211,113.5764114,14.35,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559778.5146036,22.3518259,113.5764141,14.12,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559778.515692,22.3518259,113.5764141,14.12,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559778.517607,22.3518259,113.5764141,14.12,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559778.5205884,22.3518259,113.5764141,14.12,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559778.5205884,22.3518259,113.5764141,14.12,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559778.5221198,22.3518259,113.5764141,14.12,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559779.3294935,22.3518259,113.5764141,14.12,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559779.3294935,22.3518259,113.5764141,14.12,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559779.4317737,22.3518259,113.5764141,14.12,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.04624106362462044,-0.14966565370559692,-2.1920900344848633
1749559779.434485,22.3518259,113.5764141,14.12,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559779.4354177,22.3518259,113.5764141,14.12,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559779.4364154,22.3518259,113.5764141,14.12,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559779.4399478,22.3518259,113.5764141,14.12,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559779.4411433,22.3518259,113.5764141,14.12,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559779.4420686,22.3518259,113.5764141,14.12,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559779.443398,22.3518259,113.5764141,14.12,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559779.445475,22.3518259,113.5764141,14.12,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559779.4464104,22.3518259,113.5764141,14.12,16,1.14,-133,-32,-984,97,-21,-131,-392,313,331,1004.7061767578125,34.72,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559779.4464104,22.3518259,113.5764141,14.12,16,1.14,-179,-28,-999,-65,0,13,-379,312,338,1004.7061767578125,34.72,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559779.4477384,22.3518259,113.5764141,14.12,16,1.14,-179,-28,-999,-65,0,13,-379,312,338,1004.7061767578125,34.72,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559779.4487767,22.3518259,113.5764141,14.12,16,1.14,-179,-28,-999,-65,0,13,-379,312,338,1004.7061767578125,34.72,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559779.4487767,22.3518259,113.5764141,14.12,16,1.14,-179,-28,-999,-65,0,13,-379,312,338,1004.7200317382812,34.73,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559779.449879,22.3518277,113.5764151,14.03,16,1.14,-179,-28,-999,-65,0,13,-379,312,338,1004.7200317382812,34.73,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559779.450876,22.3518277,113.5764151,14.03,16,1.14,-179,-28,-999,-65,0,13,-379,312,338,1004.7200317382812,34.73,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559779.451473,22.3518277,113.5764151,14.03,16,1.14,-179,-28,-999,-65,0,13,-379,312,338,1004.7200317382812,34.73,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559779.452078,22.3518277,113.5764151,14.03,16,1.14,-179,-28,-999,-65,0,13,-379,312,338,1004.7200317382812,34.73,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559779.4530935,22.3518277,113.5764151,14.03,16,1.14,-179,-28,-999,-65,0,13,-379,312,338,1004.7200317382812,34.73,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559779.4545195,22.3518277,113.5764151,14.03,16,1.14,-179,-28,-999,-65,0,13,-379,312,338,1004.7200317382812,34.73,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559780.213221,22.3518277,113.5764151,14.03,16,1.14,-179,-28,-999,-65,0,13,-379,312,338,1004.7200317382812,34.73,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559780.2648933,22.3518277,113.5764151,14.03,16,1.14,-179,-28,-999,-65,0,13,-379,312,338,1004.7200317382812,34.73,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559780.3163955,22.3518277,113.5764151,14.03,16,1.14,-179,-28,-999,-65,0,13,-379,312,338,1004.7200317382812,34.73,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559780.3176565,22.3518277,113.5764151,14.03,16,1.14,-179,-28,-999,-65,0,13,-379,312,338,1004.7200317382812,34.73,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559780.4193902,22.3518277,113.5764151,14.03,16,1.14,-179,-28,-999,-65,0,13,-379,312,338,1004.7200317382812,34.73,0.01883082464337349,-0.17479915916919708,-2.1840603351593018
1749559780.423163,22.3518277,113.5764151,14.03,16,1.14,-179,-28,-999,-65,0,13,-379,312,338,1004.7200317382812,34.73,0.017673682421445847,-0.1627618372440338,-2.1929919719696045
1749559780.4241066,22.3518277,113.5764151,14.03,16,1.14,-179,-28,-999,-65,0,13,-379,312,338,1004.7200317382812,34.73,0.017673682421445847,-0.1627618372440338,-2.1929919719696045
